id;Nome;Link;Temporada;Episódio;Data;Serie_Link
1481112;Amazing Stories;http://shd2.oneplayer.site/5yu456y45tge4rtfg4w3ertf34t43retg54y65uj65npw/SHD2/1026/2x21LEG.mp4;2;21;02/05/2026;
1481113;A Casa dos Espíritos;http://shd13.oneplayer.site/SHD13/259702/1x1.mp4;1;1;02/05/2026;
1481114;A Casa dos Espíritos;http://shd13.oneplayer.site/SHD13/259702/1x2.mp4;1;2;02/05/2026;
1481115;A Casa dos Espíritos;http://shd13.oneplayer.site/SHD13/259702/1x3.mp4;1;3;02/05/2026;
1481116;Eve;http://shd11.oneplayer.site/token/SHD11/138251/1x1.mp4;1;1;05/05/2026;
1481117;Eve;http://shd11.oneplayer.site/token/SHD11/138251/1x2.mp4;1;2;05/05/2026;
1481118;Eve;http://shd11.oneplayer.site/token/SHD11/138251/1x3.mp4;1;3;05/05/2026;
1481119;Eve;http://shd11.oneplayer.site/token/SHD11/138251/1x4.mp4;1;4;05/05/2026;
1481120;Eve;http://shd11.oneplayer.site/token/SHD11/138251/1x5.mp4;1;5;05/05/2026;
1481121;Eve;http://shd11.oneplayer.site/token/SHD11/138251/1x6.mp4;1;6;05/05/2026;
1481122;Eve;http://shd11.oneplayer.site/token/SHD11/138251/1x7.mp4;1;7;05/05/2026;
1481123;Eve;http://shd11.oneplayer.site/token/SHD11/138251/1x8.mp4;1;8;05/05/2026;
1481124;Eve;http://shd11.oneplayer.site/token/SHD11/138251/1x9.mp4;1;9;05/05/2026;
1481125;Eve;http://shd11.oneplayer.site/token/SHD11/138251/1x10.mp4;1;10;05/05/2026;
1481126;Eve;http://shd11.oneplayer.site/token/SHD11/138251/1x11.mp4;1;11;05/05/2026;
1481127;Eve;http://shd11.oneplayer.site/token/SHD11/138251/1x12.mp4;1;12;05/05/2026;
1481128;Eve;http://shd11.oneplayer.site/token/SHD11/138251/1x13.mp4;1;13;05/05/2026;
1481129;Eve;http://shd11.oneplayer.site/token/SHD11/138251/1x14.mp4;1;14;05/05/2026;
1481130;Eve;http://shd11.oneplayer.site/token/SHD11/138251/1x15.mp4;1;15;05/05/2026;
1481131;Eve;http://shd11.oneplayer.site/token/SHD11/138251/1x16LEG.mp4;1;16;05/05/2026;
1481137;Congonhas: Tragédia Anunciada;http://shd13.oneplayer.site/SHD13/287420/1x1.mp4;1;1;12/05/2026;
1481138;Congonhas: Tragédia Anunciada;http://shd13.oneplayer.site/SHD13/287420/1x2.mp4;1;2;12/05/2026;
1481139;Congonhas: Tragédia Anunciada;http://shd13.oneplayer.site/SHD13/287420/1x3.mp4;1;3;12/05/2026;
